transcript_id,gene_symbol,cell_type_of_origin,trait,timepoint,p_val_adj,avg_log2FC,canonical_status,tx_biotype
ENST00000376630,HLA-E,oRG to Astrocytes (Transitioning),SCZ,6M,4.37707072796234e-187,2.80833187448327,canonical,protein_coding
ENST00000418115,RHOA,oRG to Astrocytes (Transitioning),SCZ,6M,1.10035571724917e-71,1.15837217779985,canonical,protein_coding
ENST00000291232,TNFRSF13C,oRG to Oligodendrocyte Progenitors (Transitioning),SCZ,6M,1.15800884415898e-66,3.32743233525958,canonical,protein_coding
ENST00000395353,MVP,oRG to Astrocytes (Transitioning),SCZ,6M,2.61990403584403e-55,3.1005668681472,non-canonical,protein_coding
ENST00000341333,TEX264,oRG to Astrocytes (Transitioning),SCZ,6M,4.90052266171561e-50,1.18412231378821,canonical,protein_coding
ENST00000330062,IDH2,oRG to Oligodendrocyte Progenitors (Transitioning),SCZ,6M,1.59598488333772e-47,1.42274643127251,canonical,protein_coding
ENST00000313486,PITPNA,oRG to Astrocytes (Transitioning),SCZ,6M,3.01757815475719e-42,0.903277714597942,canonical,protein_coding
ENST00000376630,HLA-E,Interneurons,SCZ,6M,1.25521202430573e-41,-2.48297672027616,canonical,protein_coding
ENST00000662685,TOX-DT,oRG to Astrocytes (Transitioning),SCZ,6M,1.14596729553277e-37,2.4957065919466,non-canonical,lncRNA
ENST00000440963,COA8,oRG to Astrocytes (Transitioning),SCZ,6M,1.8895787794533e-36,1.09823179532101,non-canonical,nonsense_mediated_decay
ENST00000426395,FCGRT,oRG to Astrocytes (Transitioning),SCZ,6M,7.04885268842341e-30,3.9580460161568,non-canonical,protein_coding
ENST00000434408,TOB2,oRG to Astrocytes (Transitioning),SCZ,6M,8.10858013929094e-29,1.14996176203484,non-canonical,protein_coding
ENST00000360579,VPS29,Interneurons,SCZ,6M,2.04637090780949e-28,-1.70563154400049,non-canonical,protein_coding
ENST00000341333,TEX264,Interneurons,SCZ,6M,2.78517307630795e-28,-1.42667828728002,canonical,protein_coding
ENST00000357402,MVP,oRG to Astrocytes (Transitioning),SCZ,6M,4.6010964120075e-27,3.47086943043498,canonical,protein_coding
ENST00000392061,CEBPZOS,oRG to Astrocytes (Transitioning),SCZ,6M,1.45953905648563e-26,1.27477615839442,non-canonical,protein_coding
ENST00000573075,MIR22HG,oRG to Astrocytes (Transitioning),SCZ,6M,4.94109662537952e-25,1.79299759940844,non-canonical,lncRNA
ENST00000360579,VPS29,oRG to Astrocytes (Transitioning),SCZ,6M,6.59588405539365e-25,0.708551863292062,non-canonical,protein_coding
