"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.99093911548488e-09,4.04702062718032,0.015,0.001,0.000239310539648384,"Callosal Projection Neurons (Upper Layer)","ENSG00000296712.1-ENSG00000296712"
1.90799891947758e-16,3.96486631467464,0.028,0.001,9.14866401900304e-12,"Callosal Projection Neurons (Upper Layer)","ENSG00000309330.1-ENSG00000309330"
1.31094746377834e-08,3.92877337528314,0.016,0.001,0.000628586199407075,"Callosal Projection Neurons (Upper Layer)","ENSG00000306698.1-ENSG00000306698.1"
8.09095246535153e-13,5.33550802130832,0.015,0,3.87953079761141e-08,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000090402.8-SI"
1.0261672862474e-28,4.88923743704274,0.049,0.002,4.92036952082764e-24,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000241767.3-LINC01324"
5.96240602239652e-20,4.73804335361384,0.033,0.001,2.85891406367891e-15,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000301354.1-ENSG00000301354.1"
1.21381694559814e-07,4.47391115283017,0.011,0.001,0.00582013087244854,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000297943.1-ENSG00000297943.1"
6.80326471355966e-15,4.46401439684212,0.03,0.002,3.26209739750472e-10,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000286211.2-ENSG00000286211"
3.29431516982871e-24,4.43583321366125,0.044,0.003,1.57959118078117e-19,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000307515.1-ENSG00000307515"
1.61782192477173e-52,4.35869653148812,0.136,0.016,7.75729434708799e-48,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000241743.5-XACT"
1.08549749535202e-146,4.34936104994117,0.718,0.298,5.20485194046342e-142,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000133636.11-NTS"
1.3359101271662e-36,4.20185402771459,0.072,0.005,6.40555546874921e-32,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000224944.3-CASC6"
1.22607958296789e-07,4.17349637691563,0.011,0.001,0.00587892899237273,"Corticofugal Projection Neurons (Deep Layer)","ENSG00000300264.1-ENSG00000300264"
3.31539715715822e-201,5.64246316702982,0.366,0.026,1.5896997828858e-196,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000144962.7-SPATA16"
5.49598546516813e-157,5.60692892587252,0.27,0.014,2.63527007069347e-152,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000237473.3-ENSG00000237473"
1.50551233756749e-194,5.32908618438714,0.329,0.017,7.21878110740234e-190,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000137252.10-HCRTR2"
0,5.3244574167524,0.652,0.044,0,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000119125.17-GDA"
7.57479166659881e-132,5.27679909716815,0.216,0.008,3.63203685621746e-127,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000305347.1-ENSG00000305347"
0,5.19634318181408,0.703,0.053,0,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000188991.3-SLC15A5"
7.19528922783432e-17,5.1364547275859,0.056,0.011,3.45006923185428e-12,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000285882.1-ENSG00000285882"
1.01921476671954e-32,5.1210638912523,0.047,0.001,4.88703288494351e-28,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000289192.1-ENSG00000289192"
4.66073142831684e-11,5.10074108766864,0.014,0,2.23477411256364e-06,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000236968.2-ENSG00000236968"
2.82820830517469e-158,4.87723616432051,0.276,0.014,1.35609760024821e-153,"Corticothalamic Projection Neurons (Deep Layer)","ENSG00000118733.17-OLFM3"
7.25086791394856e-15,7.44268851880976,0.019,0,3.4767186560592e-10,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000205358.4-MT1H"
5.47597081300787e-59,7.25639561554539,0.127,0.008,2.62567324512914e-54,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000125144.14-MT1G"
3.33464492423869e-09,6.82542051984198,0.01,0,0.000159892889472321,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000205364.4-MT1M"
1.1161840012985e-67,6.53123266066438,0.105,0.003,5.35199066782619e-63,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000204472.13-AIF1"
4.40990727716225e-54,6.45238915328446,0.127,0.01,2.11450644032653e-49,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000169715.15-MT1E"
3.33464492423869e-09,6.26791597534266,0.01,0,0.000159892889472321,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000205976.4-ENSG00000205976"
1.8594967264261e-38,6.21190745723421,0.06,0.002,8.91610085354051e-34,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000303514.1-ENSG00000303514"
2.38618467878246e-32,6.13544330522599,0.074,0.006,1.1441516916294e-27,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000289609.3-ENSG00000289609"
5.84257561847429e-17,5.93307902540137,0.019,0,2.80145658330224e-12,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000101438.4-SLC32A1"
4.90429155845027e-15,5.92974642285354,0.022,0.001,2.35155875936132e-10,"Glutamatergic Neurons (Unspecified Layer)","ENSG00000038945.15-ENSG00000038945.15"
0,8.7675867867357,0.716,0.006,0,"Apical Radial Glia (aRG) - Cycling","ENSG00000178999.13-AURKB"
8.4895224403278e-219,8.46798905225786,0.267,0.001,4.07064111491278e-214,"Apical Radial Glia (aRG) - Cycling","ENSG00000294395.1-ENSG00000294395"
1.2970008437774e-113,8.43310723781203,0.129,0,6.21898934582827e-109,"Apical Radial Glia (aRG) - Cycling","ENSG00000206647.1-ENSG00000206647"
0,8.42765545617042,0.836,0.015,0,"Apical Radial Glia (aRG) - Cycling","ENSG00000171848.16-RRM2"
1.54468576997519e-182,8.31908931046916,0.233,0.001,7.40661379845404e-178,"Apical Radial Glia (aRG) - Cycling","ENSG00000308906.1-ENSG00000308906"
0,8.28046024943327,0.543,0.004,0,"Apical Radial Glia (aRG) - Cycling","ENSG00000203811.2-H3C14"
0,8.27294532822581,0.681,0.008,0,"Apical Radial Glia (aRG) - Cycling","ENSG00000126787.13-DLGAP5"
0,8.11746517165755,0.897,0.017,0,"Apical Radial Glia (aRG) - Cycling","ENSG00000148773.14-MKI67"
0,8.06215599111121,0.733,0.008,0,"Apical Radial Glia (aRG) - Cycling","ENSG00000186185.14-KIF18B"
0,8.03245931146191,0.776,0.014,0,"Apical Radial Glia (aRG) - Cycling","ENSG00000175063.17-UBE2C"
7.99258050220786e-58,9.27446699545978,0.064,0,3.83236242500364e-53,"Cortical Hem Cells","ENSG00000231943.12-PGM5P4-AS1"
1.15252881370345e-42,9.18333047240767,0.17,0.005,5.52626040882666e-38,"Cortical Hem Cells","ENSG00000111341.10-MGP"
3.97879529913274e-39,9.11047980396697,0.043,0,1.90779255798116e-34,"Cortical Hem Cells","ENSG00000310498.1-ENSG00000310498.1"
1.10539281928916e-92,8.82750484016291,0.17,0.001,5.3002480292096e-88,"Cortical Hem Cells","ENSG00000168542.18-COL3A1"
3.61619152593626e-89,8.77145223763081,0.213,0.003,1.73392767477118e-84,"Cortical Hem Cells","ENSG00000159212.13-CLIC6"
2.58009940920551e-154,8.73978612427635,0.362,0.004,1.23713186571995e-149,"Cortical Hem Cells","ENSG00000124749.18-COL21A1"
2.25765402591335e-26,8.70762788025313,0.043,0,1.08252252888519e-21,"Cortical Hem Cells","ENSG00000286152.2-ENSG00000286152"
0,8.70274368373252,0.872,0.015,0,"Cortical Hem Cells","ENSG00000147655.12-RSPO2"
3.97879529913274e-39,8.70189239279904,0.043,0,1.90779255798116e-34,"Cortical Hem Cells","ENSG00000183395.5-PMCH"
2.19524672290609e-198,8.64886180154818,0.277,0.001,1.05259885116624e-193,"Cortical Hem Cells","ENSG00000138772.13-ANXA3"
