"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","gene_display"
2.38180829262666e-08,4.69194260421577,0.013,0,0.00560525236353587,"Callosal Projection Neurons (Upper Layer)","ENST00000463538.1-NA","ENST00000463538.1-DPY19L1-205"
5.450758175941e-10,4.21051696824258,0.016,0.001,0.000128275962609325,"Callosal Projection Neurons (Upper Layer)","ENST00000652865.2-LINC01405","ENST00000652865.2-LINC01405-205"
6.78743605039775e-18,4.1527957963051,0.035,0.003,1.5973280503564e-12,"Callosal Projection Neurons (Upper Layer)","ENST00000393125.6-GRIA4","ENST00000393125.6-GRIA4-202"
7.55836597304855e-08,4.09939784417111,0.014,0.001,0.0177875561463335,"Callosal Projection Neurons (Upper Layer)","ENST00000725150.1-ENSG00000294671","ENST00000725150.1-ENSG00000294671"
2.86504345573381e-15,3.79439217389646,0.03,0.002,6.74247866698571e-10,"Callosal Projection Neurons (Upper Layer)","ENST00000681439.1-MDGA1","ENST00000681439.1-MDGA1-212"
7.29915055164631e-18,3.56674955313195,0.038,0.004,1.71775289422224e-12,"Callosal Projection Neurons (Upper Layer)","ENST00000660424.2-MIR4500HG","ENST00000660424.2-MIR4500HG-212"
1.28097456452211e-29,3.55942202914475,0.072,0.009,3.01459430116374e-24,"Callosal Projection Neurons (Upper Layer)","ENST00000469115.5-EXOC4","ENST00000469115.5-EXOC4-209"
9.58987029344349e-145,3.52918680824484,0.34,0.045,2.25684171537782e-139,"Callosal Projection Neurons (Upper Layer)","ENST00000242208.5-INHBA","ENST00000242208.5-INHBA-201"
3.8402444245939e-08,3.48371699270397,0.016,0.001,0.00903747761906229,"Callosal Projection Neurons (Upper Layer)","ENST00000773726.1-LINC02197","ENST00000773726.1-LINC02197"
5.11015426735083e-09,5.52696563399048,0.01,0,0.00120260326466128,"Corticofugal Projection Neurons (Deep Layer)","ENST00000849945.1-ENSG00000251293","ENST00000849945.1-ENSG00000251293"
6.37566224055662e-148,4.42471462198695,0.708,0.289,1.50042284904363e-142,"Corticofugal Projection Neurons (Deep Layer)","ENST00000256010.7-NTS","ENST00000256010.7-NTS-201"
4.55273733048061e-15,4.37348331710007,0.025,0.001,1.07142299240598e-09,"Corticofugal Projection Neurons (Deep Layer)","ENST00000848839.1-ENSG00000287933","ENST00000848839.1-ENSG00000287933"
5.11015426735083e-09,4.21969995183808,0.01,0,0.00120260326466128,"Corticofugal Projection Neurons (Deep Layer)","ENST00000487198.5-PEX5L","ENST00000487198.5-PEX5L-216"
1.49530396158052e-07,4.03613694833252,0.01,0,0.0351898853102512,"Corticofugal Projection Neurons (Deep Layer)","ENST00000463761.1-PEX5L","ENST00000463761.1-PEX5L-204"
1.50805070365039e-07,3.90641223274898,0.01,0,0.0354898620394268,"Corticofugal Projection Neurons (Deep Layer)","ENST00000409874.9-TDRD9","ENST00000409874.9-TDRD9-201"
1.0575008191496e-09,3.79552594735608,0.03,0.005,0.000248868012775389,"Corticofugal Projection Neurons (Deep Layer)","ENST00000550879.1-NTS","ENST00000550879.1-NTS-202"
5.11015426735083e-09,3.77984620978613,0.01,0,0.00120260326466128,"Corticofugal Projection Neurons (Deep Layer)","ENST00000409692.5-ZNF385B","ENST00000409692.5-ZNF385B-203"
2.27104130249769e-11,3.7031983315821,0.026,0.003,5.34457775964596e-06,"Corticofugal Projection Neurons (Deep Layer)","ENST00000243222.8-COL10A1","ENST00000243222.8-COL10A1-201"
1.51232292246682e-07,3.67111754465109,0.01,0,0.0355904027281651,"Corticofugal Projection Neurons (Deep Layer)","ENST00000772471.1-ENSG00000300510","ENST00000772471.1-ENSG00000300510"
4.66073142831684e-11,6.35531075650636,0.014,0,1.09683789141437e-05,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000732755.1-ENSG00000236968","ENST00000732755.1-ENSG00000236968"
1.0561615367352e-50,6.27404867041085,0.076,0.001,2.48552831409115e-45,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000477618.1-GDA","ENST00000477618.1-GDA-207"
1.82578738347321e-13,6.08923324385241,0.017,0,4.29673499677051e-08,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000327883.11-ADAMTSL1","ENST00000327883.11-ADAMTSL1-202"
6.37950688833192e-32,5.77917444710297,0.046,0.001,1.50132763307248e-26,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000687904.1-ENSG00000289192","ENST00000687904.1-ENSG00000289192"
1.49540476474591e-25,5.4719652630936,0.037,0.001,3.51922575716244e-20,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000615358.4-HCRTR2","ENST00000615358.4-HCRTR2-202"
1.21577730412557e-08,5.44229944806276,0.01,0,0.00286116167643696,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000471075.1-PLD1","ENST00000471075.1-PLD1-210"
1.89628948522826e-09,5.39843971797453,0.011,0,0.000446265182295678,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000412709.3-RAP1BP1","ENST00000412709.3-RAP1BP1-201"
2.96857930608263e-10,5.33090975208334,0.012,0,6.98613579576263e-05,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000702216.2-ENSG00000289368","ENST00000702216.2-ENSG00000289368"
3.37601336750195e-19,5.30502669454712,0.028,0.001,7.94497481854439e-14,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000338858.9-OLFM3","ENST00000338858.9-OLFM3-201"
1.21577730412557e-08,5.27089622313687,0.01,0,0.00286116167643696,"Corticothalamic Projection Neurons (Deep Layer)","ENST00000308191.11-PDE7B","ENST00000308191.11-PDE7B-201"
8.08958455784031e-21,8.5672769528761,0.024,0,1.90377047150391e-15,"Glutamatergic Neurons (Unspecified Layer)","ENST00000332374.5-MT1H","ENST00000332374.5-MT1H-201"
4.31328557763636e-13,7.50997973712962,0.014,0,1.01507137469863e-07,"Glutamatergic Neurons (Unspecified Layer)","ENST00000379818.4-MT1M","ENST00000379818.4-MT1M-201"
9.17929370808191e-27,7.37075768033943,0.041,0.001,2.16021826408516e-21,"Glutamatergic Neurons (Unspecified Layer)","ENST00000564974.1-MT1X","ENST00000564974.1-MT1X-203"
1.1164535341969e-59,7.0308110204863,0.12,0.007,2.62741708923762e-54,"Glutamatergic Neurons (Unspecified Layer)","ENST00000379811.4-MT1G","ENST00000379811.4-MT1G-201"
4.62285561839017e-11,6.82440038112053,0.014,0,1.08792434980947e-05,"Glutamatergic Neurons (Unspecified Layer)","ENST00000563985.1-MT2A","ENST00000563985.1-MT2A-204"
7.29146704416113e-38,6.59006138298972,0.048,0,1.7159446883047e-32,"Glutamatergic Neurons (Unspecified Layer)","ENST00000264409.5-GPAT3","ENST00000264409.5-GPAT3-201"
5.0011165508058e-15,6.57637492587862,0.017,0,1.17694276460043e-09,"Glutamatergic Neurons (Unspecified Layer)","ENST00000217420.2-SLC32A1","ENST00000217420.2-SLC32A1-201"
1.13236193237471e-24,6.57068811800758,0.029,0,2.66485527717335e-19,"Glutamatergic Neurons (Unspecified Layer)","ENST00000413501.3-LINC00463","ENST00000413501.3-LINC00463-201"
5.22164853148507e-56,6.47913710091439,0.089,0.002,1.22884187880557e-50,"Glutamatergic Neurons (Unspecified Layer)","ENST00000444837.6-MT1G","ENST00000444837.6-MT1G-202"
6.09515997351008e-24,6.24910643168682,0.041,0.002,1.43441056752597e-18,"Glutamatergic Neurons (Unspecified Layer)","ENST00000250383.11-DHRS2","ENST00000250383.11-DHRS2-201"
1.60748197221068e-143,9.8335025705778,0.164,0,3.78298377412173e-138,"Apical Radial Glia (aRG) - Cycling","ENST00000511638.5-KIF20A","ENST00000511638.5-KIF20A-206"
0,9.23818231137357,0.681,0.018,0,"Apical Radial Glia (aRG) - Cycling","ENST00000367409.9-ASPM","ENST00000367409.9-ASPM-203"
0,9.2133502666515,0.569,0.002,0,"Apical Radial Glia (aRG) - Cycling","ENST00000585124.6-NA","ENST00000585124.6-AURKB-214"
3.94039333165374e-136,8.68678035647065,0.164,0,9.27316405098063e-131,"Apical Radial Glia (aRG) - Cycling","ENST00000551245.5-TROAP","ENST00000551245.5-TROAP-215"
0,8.62027387547127,0.569,0.003,0,"Apical Radial Glia (aRG) - Cycling","ENST00000247191.7-DLGAP5","ENST00000247191.7-DLGAP5-201"
1.70088055319282e-279,8.57671638783917,0.345,0.001,4.00278425866185e-274,"Apical Radial Glia (aRG) - Cycling","ENST00000395425.6-DLGAP5","ENST00000395425.6-DLGAP5-202"
0,8.553168075063,0.879,0.012,0,"Apical Radial Glia (aRG) - Cycling","ENST00000368654.8-MKI67","ENST00000368654.8-MKI67-202"
7.88691386206736e-69,8.55315884516969,0.078,0,1.85607476064348e-63,"Apical Radial Glia (aRG) - Cycling","ENST00000534871.5-AURKB","ENST00000534871.5-AURKB-202"
1.8314900569537e-250,8.50850335222382,0.319,0.001,4.31015544043256e-245,"Apical Radial Glia (aRG) - Cycling","ENST00000394894.8-KIF20A","ENST00000394894.8-KIF20A-201"
1.2970008437774e-113,8.46991048422503,0.129,0,3.05230990571199e-108,"Apical Radial Glia (aRG) - Cycling","ENST00000508792.5-KIF20A","ENST00000508792.5-KIF20A-205"
3.51011388460156e-95,10.1862109440859,0.106,0,8.26056161146593e-90,"Cortical Hem Cells","ENST00000550758.1-DCN","ENST00000550758.1-DCN-217"
7.98474742090684e-67,9.76250859868851,0.17,0.002,1.87909851904653e-61,"Cortical Hem Cells","ENST00000539261.6-MGP","ENST00000539261.6-MGP-203"
1.82474638000928e-208,9.71368460922571,0.255,0,4.29428514085864e-203,"Cortical Hem Cells","ENST00000264908.11-ANXA3","ENST00000264908.11-ANXA3-201"
6.86743687716131e-116,9.70155774190481,0.149,0,1.61615512492363e-110,"Cortical Hem Cells","ENST00000713744.1-COL3A1","ENST00000713744.1-COL3A1"
8.61856031851961e-109,9.62685209248028,0.191,0.001,2.02825751111913e-103,"Cortical Hem Cells","ENST00000304636.9-COL3A1","ENST00000304636.9-COL3A1-201"
3.92565669461716e-71,9.37284206487979,0.149,0.001,9.23848343884424e-66,"Cortical Hem Cells","ENST00000691318.2-SOX2-OT","ENST00000691318.2-SOX2-OT-314"
0,9.17099572582651,0.574,0.003,0,"Cortical Hem Cells","ENST00000276659.10-RSPO2","ENST00000276659.10-RSPO2-201"
7.90214821527295e-153,9.15733006290715,0.191,0,1.85965995238948e-147,"Cortical Hem Cells","ENST00000493664.5-ZIC4","ENST00000493664.5-ZIC4-215"
2.9588935653517e-61,9.04073660394691,0.085,0,6.96334176095608e-56,"Cortical Hem Cells","ENST00000349499.3-CLIC6","ENST00000349499.3-CLIC6-201"
7.99258050220786e-58,9.00928322630786,0.064,0,1.88094192506759e-52,"Cortical Hem Cells","ENST00000509088.7-LINC01088","ENST00000509088.7-LINC01088-205"
