"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","gene_display"
5.6477305841513e-12,6.20437110534623,0.025,0,1.25937049976815e-06,"Newborn Deep Layer Projection Neurons","ENST00000284601.4-PPP1R3A","ENST00000284601.4-PPP1R3A-201"
5.6477305841513e-12,6.19379945958826,0.025,0,1.25937049976815e-06,"Newborn Deep Layer Projection Neurons","ENST00000651243.2-NA","ENST00000651243.2-LINC02196-203"
3.09861225770581e-24,6.17966713900704,0.055,0,6.90950251509046e-19,"Newborn Deep Layer Projection Neurons","ENST00000782764.1-ENSG00000231204","ENST00000782764.1-ENSG00000231204"
5.02382536401437e-17,5.95727105591741,0.042,0.001,1.12024774644547e-11,"Newborn Deep Layer Projection Neurons","ENST00000420230.2-GRM7-AS1","ENST00000420230.2-GRM7-AS1-201"
9.9149710790014e-14,5.62594826334784,0.029,0,2.21090965599329e-08,"Newborn Deep Layer Projection Neurons","ENST00000822549.1-ENSG00000253164","ENST00000822549.1-ENSG00000253164"
1.20981217921574e-25,5.57364469599511,0.067,0.001,2.69772388406781e-20,"Newborn Deep Layer Projection Neurons","ENST00000648319.1-KCNN4","ENST00000648319.1-KCNN4-209"
1.53573843303961e-39,6.03546887518826,0.106,0.002,3.42449705968203e-34,"Apical Radial Glia (aRG) - Cycling","ENST00000635537.1-ENSG00000290789","ENST00000635537.1-ENSG00000290789"
6.94527232712586e-28,5.92338459163424,0.07,0.001,1.54870544040881e-22,"Apical Radial Glia (aRG) - Cycling","ENST00000513102.1-CCNB1","ENST00000513102.1-CCNB1-207"
2.14543077615573e-80,5.87368345447962,0.235,0.007,4.78403172482638e-75,"Apical Radial Glia (aRG) - Cycling","ENST00000560504.1-PIF1","ENST00000560504.1-PIF1-209"
2.47776171067279e-34,5.82180120763896,0.089,0.001,5.52508650577794e-29,"Apical Radial Glia (aRG) - Cycling","ENST00000583124.1-AURKB","ENST00000583124.1-AURKB-210"
3.98759047531784e-88,5.6561424185697,0.245,0.005,8.89180837319698e-83,"Apical Radial Glia (aRG) - Cycling","ENST00000511638.5-KIF20A","ENST00000511638.5-KIF20A-206"
3.71953600472811e-16,5.63712715087597,0.036,0,8.29408175086307e-11,"Apical Radial Glia (aRG) - Cycling","ENST00000581055.1-NA","ENST00000581055.1-TOP2A-205"
1.55845496803188e-34,5.58127056833517,0.086,0.001,3.47515197956524e-29,"Apical Radial Glia (aRG) - Cycling","ENST00000452259.5-KIF2C","ENST00000452259.5-KIF2C-204"
1.57127601597078e-29,5.51752048560643,0.07,0,3.50374124973277e-24,"Apical Radial Glia (aRG) - Cycling","ENST00000493027.5-KIF2C","ENST00000493027.5-KIF2C-208"
1.44133783999371e-86,5.48529463049943,0.278,0.012,3.21399600926677e-81,"Apical Radial Glia (aRG) - Cycling","ENST00000268043.8-PIF1","ENST00000268043.8-PIF1-201"
3.71953600472811e-16,5.39986285888664,0.036,0,8.29408175086307e-11,"Apical Radial Glia (aRG) - Cycling","ENST00000487784.1-CDK1","ENST00000487784.1-CDK1-206"
1.26748299460404e-77,6.04924226548549,0.436,0.084,2.8263223051777e-72,"Preplate Neurons","ENST00000397801.6-ROBO3","ENST00000397801.6-ROBO3-201"
4.46653743234506e-37,6.00338100102276,0.101,0.002,9.95979782426328e-32,"Preplate Neurons","ENST00000660350.1-ENSG00000253503","ENST00000660350.1-ENSG00000253503"
3.53322697160582e-22,5.89503080552003,0.063,0.002,7.87863682717466e-17,"Preplate Neurons","ENST00000847846.1-ENSG00000271860","ENST00000847846.1-ENSG00000271860"
4.61609028031142e-11,5.89389742679928,0.025,0,1.0293281233358e-05,"Preplate Neurons","ENST00000508661.5-NA","ENST00000508661.5-UGT2B7-203"
8.86274219972277e-13,5.88418948781587,0.036,0.001,1.97627629488958e-07,"Preplate Neurons","ENST00000418842.7-GCG","ENST00000418842.7-GCG-202"
3.31083403739311e-13,5.86768908377522,0.03,0,7.38272949496178e-08,"Preplate Neurons","ENST00000682194.1-GFRA1","ENST00000682194.1-GFRA1-206"
5.02438555519236e-15,5.85413113767322,0.038,0.001,1.12037266179568e-09,"Preplate Neurons","ENST00000742753.1-ENSG00000254746","ENST00000742753.1-ENSG00000254746"
3.10016197719475e-18,5.85136905984586,0.047,0.001,6.91295818808726e-13,"Preplate Neurons","ENST00000588324.1-ENSG00000232006","ENST00000588324.1-ENSG00000232006"
1.19366634991139e-09,5.78234314389248,0.027,0.001,0.00026617207836769,"Preplate Neurons","ENST00000779688.1-ENSG00000301557","ENST00000779688.1-ENSG00000301557"
6.52751175815544e-09,5.74611800850446,0.019,0,0.00145555026441581,"Preplate Neurons","ENST00000726223.1-ENSG00000294827","ENST00000726223.1-ENSG00000294827"
4.33474124400323e-12,4.75382902474606,0.037,0.002,9.66590945776548e-07,"Apical Radial Glia (aRG)","ENST00000777153.1-LINC01965","ENST00000777153.1-LINC01965"
2.62411818463939e-09,4.45289961677093,0.031,0.002,0.000585144241638183,"Apical Radial Glia (aRG)","ENST00000492009.1-KIAA1217","ENST00000492009.1-KIAA1217-214"
3.58119199250697e-08,3.88501377530856,0.024,0.001,0.00798559258833152,"Apical Radial Glia (aRG)","ENST00000468359.1-CDCA7","ENST00000468359.1-CDCA7-207"
6.86308089064498e-08,3.64174344181441,0.031,0.003,0.0153037781856225,"Apical Radial Glia (aRG)","ENST00000538438.1-VWCE","ENST00000538438.1-VWCE-206"
2.23372888611928e-08,3.63932084361432,0.029,0.002,0.0049809250312908,"Apical Radial Glia (aRG)","ENST00000780208.1-MIR222HG","ENST00000780208.1-MIR222HG"
3.63368555493696e-11,3.51955296494134,0.037,0.002,8.10264640838727e-06,"Apical Radial Glia (aRG)","ENST00000777148.1-LINC01965","ENST00000777148.1-LINC01965"
3.98527253472673e-08,3.31014417318643,0.034,0.004,0.00888663966701109,"Apical Radial Glia (aRG)","ENST00000679651.1-IFI44L","ENST00000679651.1-IFI44L-211"
4.83409286985365e-15,3.23184790740057,0.107,0.023,1.07793986677006e-09,"Apical Radial Glia (aRG)","ENST00000643051.1-ABCC4","ENST00000643051.1-ABCC4-208"
1.24471961727729e-10,3.20311909695272,0.094,0.025,2.77556293297812e-05,"Apical Radial Glia (aRG)","ENST00000665033.1-SOX2-OT","ENST00000665033.1-SOX2-OT-296"
5.83691680400474e-09,3.14729848832279,0.037,0.004,0.00130155656737461,"Apical Radial Glia (aRG)","ENST00000566475.2-HCG22","ENST00000566475.2-HCG22-208"
4.58461921718208e-53,7.99503914414811,0.252,0.019,1.02231048538178e-47,"Cortical Hem Cells","ENST00000282470.11-SPARCL1","ENST00000282470.11-SPARCL1-201"
3.2079721397387e-42,7.76272325634086,0.176,0.01,7.15336083523915e-37,"Cortical Hem Cells","ENST00000329406.5-PMCH","ENST00000329406.5-PMCH-201"
3.97568746553255e-72,7.71278203717528,0.176,0.001,8.86526620876707e-67,"Cortical Hem Cells","ENST00000382120.4-SOD3","ENST00000382120.4-SOD3-201"
8.1694491135397e-74,7.69416777009651,0.245,0.008,1.82168094948088e-68,"Cortical Hem Cells","ENST00000276198.6-HTR2C","ENST00000276198.6-HTR2C-201"
2.20786652584684e-12,7.63457952469153,0.025,0,4.9232553299901e-07,"Cortical Hem Cells","ENST00000301908.8-PNOC","ENST00000301908.8-PNOC-201"
7.41537625825714e-45,7.53876376099822,0.107,0.001,1.65353250569999e-39,"Cortical Hem Cells","ENST00000541025.2-TTR","ENST00000541025.2-TTR-203"
1.18262152846175e-77,7.52436212700358,0.182,0.001,2.637092267671e-72,"Cortical Hem Cells","ENST00000216286.10-NID2","ENST00000216286.10-NID2-201"
5.40107503423042e-26,7.45348392451253,0.057,0,1.20436951865794e-20,"Cortical Hem Cells","ENST00000454449.3-ETV3L","ENST00000454449.3-ETV3L-201"
3.8807509789134e-13,7.44196206275107,0.038,0.001,8.65357018534962e-08,"Cortical Hem Cells","ENST00000553947.1-ENSG00000273259","ENST00000553947.1-ENSG00000273259"
4.63768882732951e-48,7.40425522207821,0.226,0.016,1.03414431853973e-42,"Cortical Hem Cells","ENST00000610745.5-CYP1B1","ENST00000610745.5-CYP1B1-205"
2.43639460439274e-48,6.92034497373636,0.115,0.001,5.43284323649724e-43,"Deep Layer Projection Neurons","ENST00000460586.1-LINC02070","ENST00000460586.1-LINC02070-201"
1.19717879119718e-27,6.23156311399111,0.061,0,2.66955307112687e-22,"Deep Layer Projection Neurons","ENST00000717556.1-LINC01378","ENST00000717556.1-LINC01378"
1.45593407838587e-129,5.98103414900987,0.352,0.005,3.2465437233703e-124,"Deep Layer Projection Neurons","ENST00000338087.10-SLA","ENST00000338087.10-SLA-201"
2.99425624165465e-33,5.95745276573955,0.091,0.002,6.67680216557845e-28,"Deep Layer Projection Neurons","ENST00000656247.1-ENSG00000286069","ENST00000656247.1-ENSG00000286069"
2.55817695206706e-09,5.95347223950685,0.018,0,0.000570440204010578,"Deep Layer Projection Neurons","ENST00000695847.1-GOLGA8N","ENST00000695847.1-GOLGA8N-208"
6.98633095726512e-25,5.91978787995211,0.061,0.001,1.55786098116768e-19,"Deep Layer Projection Neurons","ENST00000272395.3-TRIM43","ENST00000272395.3-TRIM43-201"
2.804027619529e-30,5.83359186730021,0.079,0.001,6.25261706795913e-25,"Deep Layer Projection Neurons","ENST00000653747.2-LINC01322","ENST00000653747.2-LINC01322-207"
8.23561432239977e-20,5.83324375186492,0.042,0,1.83643493090896e-14,"Deep Layer Projection Neurons","ENST00000832123.1-ENSG00000308168","ENST00000832123.1-ENSG00000308168"
1.40922788999158e-14,5.7751498078227,0.03,0,3.14239499505551e-09,"Deep Layer Projection Neurons","ENST00000838099.1-ENSG00000260990","ENST00000838099.1-ENSG00000260990"
1.40922788999158e-14,5.71672237898555,0.03,0,3.14239499505551e-09,"Deep Layer Projection Neurons","ENST00000733875.1-KCNC4-DT","ENST00000733875.1-KCNC4-DT"
6.69160527625571e-16,7.77433261983456,0.039,0.001,1.49214098573643e-10,"Cajal-Retzius Cells","ENST00000008391.4-TFAP2D","ENST00000008391.4-TFAP2D-201"
6.75806857433018e-16,7.54457213809634,0.039,0.001,1.50696143718416e-10,"Cajal-Retzius Cells","ENST00000716832.1-ENSG00000293650","ENST00000716832.1-ENSG00000293650"
1.55904053866546e-13,6.92495665412439,0.034,0.001,3.47645772595396e-08,"Cajal-Retzius Cells","ENST00000452716.5-LINC01828","ENST00000452716.5-LINC01828-203"
5.90290313639275e-16,6.54296268416282,0.034,0,1.31627066167481e-10,"Cajal-Retzius Cells","ENST00000507217.5-ENSG00000250049","ENST00000507217.5-ENSG00000250049"
1.08505747250367e-08,6.35188897338425,0.017,0,0.00241953710621175,"Cajal-Retzius Cells","ENST00000332503.6-HOXB4","ENST00000332503.6-HOXB4-201"
8.439174154486e-28,6.21110190626919,0.067,0.001,1.88182612718637e-22,"Cajal-Retzius Cells","ENST00000382097.4-C22orf42","ENST00000382097.4-C22orf42-201"
8.9611501337707e-21,6.18710127779948,0.045,0,1.99821998487913e-15,"Cajal-Retzius Cells","ENST00000577171.2-ENSG00000261227","ENST00000577171.2-ENSG00000261227"
1.09166492161806e-23,6.17713109759739,0.067,0.002,2.43427085876847e-18,"Cajal-Retzius Cells","ENST00000374469.6-SVEP1","ENST00000374469.6-SVEP1-202"
1.08505747250367e-08,6.17257458147352,0.017,0,0.00241953710621175,"Cajal-Retzius Cells","ENST00000398291.4-GNAT3","ENST00000398291.4-GNAT3-201"
1.55904053866546e-13,6.07870759894003,0.034,0.001,3.47645772595396e-08,"Cajal-Retzius Cells","ENST00000559786.1-LNROP","ENST00000559786.1-POU2F2-AS2-201"
1.52044922478123e-08,7.03512108269448,0.045,0.003,0.00339040411286293,"Subcortical Progenitors","ENST00000653771.1-ENSG00000251410","ENST00000653771.1-ENSG00000251410"
3.69259527567903e-78,7.03120347299731,0.202,0.001,8.23400742737841e-73,"Subcortical Progenitors","ENST00000641638.1-NA","ENST00000641638.1-OR51E2-203"
2.8182430728927e-79,6.96832232068799,0.213,0.002,6.28431568095124e-74,"Subcortical Progenitors","ENST00000396950.4-OR51E2","ENST00000396950.4-OR51E2-201"
1.23496756983333e-31,6.9099298446649,0.067,0,2.75381713494426e-26,"Subcortical Progenitors","ENST00000780365.1-ENSG00000301640","ENST00000780365.1-ENSG00000301640"
1.23496756983333e-31,6.84062770887288,0.067,0,2.75381713494426e-26,"Subcortical Progenitors","ENST00000630021.2-RMDN2-AS1","ENST00000630021.2-RMDN2-AS1-210"
4.84451779026139e-33,6.7624609089097,0.09,0.001,1.08026448849702e-27,"Subcortical Progenitors","ENST00000627113.2-RMDN2-AS1","ENST00000627113.2-RMDN2-AS1-205"
2.78983718797399e-74,6.54887920275648,0.202,0.002,6.22097425034755e-69,"Subcortical Progenitors","ENST00000786464.1-ENSG00000302412","ENST00000786464.1-ENSG00000302412"
1.35662457730123e-16,6.54760550728408,0.034,0,3.02509644618670e-11,"Subcortical Progenitors","ENST00000460517.1-WWTR1","ENST00000460517.1-WWTR1-202"
1.35662457730123e-16,6.54673957278393,0.034,0,3.02509644618670e-11,"Subcortical Progenitors","ENST00000635735.1-ENSG00000283647","ENST00000635735.1-ENSG00000283647"
1.48820631618961e-11,6.32941273491212,0.022,0,3.31850661828173e-06,"Subcortical Progenitors","ENST00000302945.3-GSX1","ENST00000302945.3-GSX1-201"
