ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0098576,lumenal side of membrane,4/46,46/19960,0.0869565217391304,37.7315689981096,11.9869363074105,3.75267677325584e-06,0.000566654192761632,0.000477972515330481,HLA-E/COA8/DNAJC19/HLA-A,4
GO:0030904,retromer complex,2/46,21/19960,0.0952380952380952,41.3250517598344,8.88591076721297,0.00106113259533074,0.0758542512668798,0.0639830212847156,VPS29/TBC1D5,2
GO:0042611,MHC protein complex,2/46,25/19960,0.08,34.7130434782609,8.10641621814709,0.00150703810464,0.0758542512668798,0.0639830212847156,HLA-E/HLA-A,2
GO:0098553,lumenal side of endoplasmic reticulum membrane,2/46,35/19960,0.0571428571428571,24.7950310559006,6.7715826974076,0.00294549393453939,0.111192396028862,0.0937907279155965,HLA-E/HLA-A,2
GO:0012507,ER to Golgi transport vesicle membrane,2/46,64/19960,0.03125,13.5597826086957,4.83680163743162,0.00956613577454704,0.225533510560041,0.190237398241652,HLA-E/HLA-A,2
GO:0032153,cell division site,2/46,68/19960,0.0294117647058824,12.7621483375959,4.66950598925953,0.0107465443301309,0.225533510560041,0.190237398241652,RHOA/SEPTIN1,2
GO:0030662,coated vesicle membrane,3/46,205/19960,0.0146341463414634,6.34994697773065,3.70047048722717,0.0117186794072464,0.225533510560041,0.190237398241652,HLA-E/TBC1D5/HLA-A,3
GO:0030666,endocytic vesicle membrane,3/46,207/19960,0.0144927536231884,6.28859483301827,3.67602105952317,0.0120283557280507,0.225533510560041,0.190237398241652,HLA-E/TBC1D5/HLA-A,3
GO:0000118,histone deacetylase complex,2/46,82/19960,0.024390243902439,10.5832449628844,4.17928728957287,0.0153510505873673,0.225533510560041,0.190237398241652,TRERF1/BRD8,2
GO:0030670,phagocytic vesicle membrane,2/46,82/19960,0.024390243902439,10.5832449628844,4.17928728957287,0.0153510505873673,0.225533510560041,0.190237398241652,HLA-E/HLA-A,2
GO:0005769,early endosome,4/46,438/19960,0.0091324200913242,3.9626761961485,3.01320127612878,0.0180646475024999,0.225533510560041,0.190237398241652,HLA-E/VPS29/SNX17/HLA-A,4
GO:0030134,COPII-coated ER to Golgi transport vesicle,2/46,95/19960,0.0210526315789474,9.1350114416476,3.81983619493958,0.0202532078150687,0.225533510560041,0.190237398241652,HLA-E/HLA-A,2
GO:0030122,AP-2 adaptor complex,1/46,11/19960,0.0909090909090909,39.4466403162055,6.13003883179912,0.0250668021648387,0.225533510560041,0.190237398241652,TBC1D5,1
GO:0030128,clathrin coat of endocytic vesicle,1/46,11/19960,0.0909090909090909,39.4466403162055,6.13003883179912,0.0250668021648387,0.225533510560041,0.190237398241652,TBC1D5,1
GO:0035631,CD40 receptor complex,1/46,11/19960,0.0909090909090909,39.4466403162055,6.13003883179912,0.0250668021648387,0.225533510560041,0.190237398241652,DIABLO,1
GO:0055038,recycling endosome membrane,2/46,109/19960,0.018348623853211,7.9617072197846,3.50273161743184,0.0261627768941327,0.225533510560041,0.190237398241652,HLA-E/HLA-A,2
GO:0005797,Golgi medial cisterna,1/46,12/19960,0.0833333333333333,36.1594202898551,5.85533439675825,0.0273148811211983,0.225533510560041,0.190237398241652,HLA-A,1
GO:0000812,Swr1 complex,1/46,13/19960,0.0769230769230769,33.3779264214047,5.61243039101893,0.029557888714362,0.225533510560041,0.190237398241652,BRD8,1
GO:0005776,autophagosome,2/46,118/19960,0.0169491525423729,7.35445836403832,3.32732997885593,0.030286489244344,0.225533510560041,0.190237398241652,TEX264/TBC1D5,2
GO:0005940,septin ring,1/46,14/19960,0.0714285714285714,30.9937888198758,5.39555959022568,0.031795836130973,0.225533510560041,0.190237398241652,SEPTIN1,1
GO:0031105,septin complex,1/46,14/19960,0.0714285714285714,30.9937888198758,5.39555959022568,0.031795836130973,0.225533510560041,0.190237398241652,SEPTIN1,1
GO:0005744,TIM23 mitochondrial import inner membrane translocase complex,1/46,16/19960,0.0625,27.1195652173913,5.02329699070735,0.0362565950605808,0.225533510560041,0.190237398241652,DNAJC19,1
GO:0032156,septin cytoskeleton,1/46,16/19960,0.0625,27.1195652173913,5.02329699070735,0.0362565950605808,0.225533510560041,0.190237398241652,SEPTIN1,1
GO:0072687,meiotic spindle,1/46,16/19960,0.0625,27.1195652173913,5.02329699070735,0.0362565950605808,0.225533510560041,0.190237398241652,SEPTIN1,1
GO:0030135,coated vesicle,3/46,320/19960,0.009375,4.0679347826087,2.65900665452287,0.0373399851920597,0.225533510560041,0.190237398241652,HLA-E/TBC1D5/HLA-A,3
GO:0030132,clathrin coat of coated pit,1/46,18/19960,0.0555555555555556,24.1062801932367,4.71358111904368,0.0406972469217568,0.236357087891741,0.199367080062048,TBC1D5,1
GO:0045335,phagocytic vesicle,2/46,145/19960,0.0137931034482759,5.98500749625187,2.89548841762988,0.0440557526683308,0.244745950935945,0.206443081653882,HLA-E/HLA-A,2
GO:0032039,integrator complex,1/46,21/19960,0.0476190476190476,20.6625258799172,4.33277684223554,0.0473207177301781,0.244745950935945,0.206443081653882,INTS1,1
GO:0045259,proton-transporting ATP synthase complex,1/46,21/19960,0.0476190476190476,20.6625258799172,4.33277684223554,0.0473207177301781,0.244745950935945,0.206443081653882,ATP5MJ,1
GO:0030139,endocytic vesicle,3/46,356/19960,0.00842696629213483,3.65657059110894,2.43076551360725,0.0486250233647573,0.244745950935945,0.206443081653882,HLA-E/TBC1D5/HLA-A,3
GO:0043194,axon initial segment,1/46,23/19960,0.0434782608695652,18.8657844990548,4.12026508641898,0.0517114888343176,0.251884993999418,0.212464860745414,NAV1,1
GO:0009898,cytoplasmic side of plasma membrane,2/46,163/19960,0.0122699386503067,5.32408642304615,2.6641429835959,0.0542928988995201,0.25619461668211,0.216100025225064,RHOA/DIABLO,2
GO:0030131,clathrin adaptor complex,1/46,27/19960,0.037037037037037,16.0708534621578,3.76619193759389,0.0604337227326411,0.268396827430259,0.226392583611442,TBC1D5,1
GO:0097346,INO80-type complex,1/46,27/19960,0.037037037037037,16.0708534621578,3.76619193759389,0.0604337227326411,0.268396827430259,0.226392583611442,BRD8,1
GO:0098992,neuronal dense core vesicle,1/46,29/19960,0.0344827586206897,14.9625187406297,3.6163235280972,0.0647653597485215,0.268878938613976,0.226799244142845,SCG2,1
GO:0009897,external side of plasma membrane,3/46,407/19960,0.00737100737100737,3.1983762418545,2.15358282949366,0.0671433285002141,0.268878938613976,0.226799244142845,HLA-E/FCGRT/HLA-A,3
GO:0001726,ruffle,2/46,185/19960,0.0108108108108108,4.6909518213866,2.42401357675287,0.0678183558461662,0.268878938613976,0.226799244142845,RHOA/WIPF1,2
GO:0101002,ficolin-1-rich granule,2/46,185/19960,0.0108108108108108,4.6909518213866,2.42401357675287,0.0678183558461662,0.268878938613976,0.226799244142845,RHOA/MVP,2
GO:0035267,NuA4 histone acetyltransferase complex,1/46,32/19960,0.03125,13.5597826086957,3.41738814006287,0.0712262089043645,0.268878938613976,0.226799244142845,BRD8,1
GO:0043189,H4/H2A histone acetyltransferase complex,1/46,32/19960,0.03125,13.5597826086957,3.41738814006287,0.0712262089043645,0.268878938613976,0.226799244142845,BRD8,1
GO:0070971,endoplasmic reticulum exit site,1/46,33/19960,0.0303030303030303,13.1488801054018,3.35692245533061,0.0733701066557892,0.270216734268882,0.227927674078318,HLA-A,1
GO:0031901,early endosome membrane,2/46,200/19960,0.01,4.33913043478261,2.28099306695859,0.077614036721969,0.271090639512878,0.228664812694725,HLA-E/HLA-A,2
GO:0030125,clathrin vesicle coat,1/46,35/19960,0.0285714285714286,12.3975155279503,3.2435015008465,0.0776433885257628,0.271090639512878,0.228664812694725,TBC1D5,1
GO:0048787,presynaptic active zone membrane,1/46,37/19960,0.027027027027027,11.7273795534665,3.13896298928975,0.0818973900414333,0.271090639512878,0.228664812694725,LRFN3,1
GO:0030496,midbody,2/46,207/19960,0.00966183574879227,4.19239655534552,2.21898582484184,0.082330836318465,0.271090639512878,0.228664812694725,RHOA/SEPTIN1,2
GO:0055037,recycling endosome,2/46,210/19960,0.00952380952380952,4.13250517598344,2.19324399111528,0.0843792056761938,0.271090639512878,0.228664812694725,HLA-E/HLA-A,2
GO:0098562,cytoplasmic side of membrane,2/46,210/19960,0.00952380952380952,4.13250517598344,2.19324399111528,0.0843792056761938,0.271090639512878,0.228664812694725,RHOA/DIABLO,2
GO:0030133,transport vesicle,3/46,453/19960,0.00662251655629139,2.87359631442557,1.93864788622941,0.0862265243812117,0.271254274615895,0.228802838818566,HLA-E/HLA-A/SEPTIN1,3
GO:0030119,AP-type membrane coat adaptor complex,1/46,41/19960,0.024390243902439,10.5832449628844,2.95215941620189,0.0903478919040634,0.273720363577614,0.23088298356843,TBC1D5,1
GO:0031045,dense core granule,1/46,42/19960,0.0238095238095238,10.3312629399586,2.90945243819555,0.0924485996189293,0.273720363577614,0.23088298356843,SCG2,1
GO:0032391,photoreceptor connecting cilium,1/46,42/19960,0.0238095238095238,10.3312629399586,2.90945243819555,0.0924485996189293,0.273720363577614,0.23088298356843,KIAA1549,1
GO:1902562,H4 histone acetyltransferase complex,1/46,45/19960,0.0222222222222222,9.64251207729469,2.78949219218013,0.0987222883731786,0.286674337391346,0.241809653707583,BRD8,1
GO:0016469,proton-transporting two-sector ATPase complex,1/46,50/19960,0.02,8.67826086956522,2.61265033047561,0.109084281374754,0.300182581253742,0.253203850342996,ATP5MJ,1
GO:0030118,clathrin coat,1/46,51/19960,0.0196078431372549,8.50809889173061,2.58023583481697,0.111142650187248,0.300182581253742,0.253203850342996,TBC1D5,1
GO:0098800,inner mitochondrial membrane protein complex,1/46,51/19960,0.0196078431372549,8.50809889173061,2.58023583481697,0.111142650187248,0.300182581253742,0.253203850342996,DNAJC19,1
GO:0001673,male germ cell nucleus,1/46,52/19960,0.0192307692307692,8.34448160535117,2.54869611390117,0.113196366501045,0.300182581253742,0.253203850342996,SPATA24,1
GO:0030658,transport vesicle membrane,2/46,254/19960,0.0078740157480315,3.4166381376241,1.86293755409116,0.116071234609548,0.300182581253742,0.253203850342996,HLA-E/HLA-A,2
GO:0000421,autophagosome membrane,1/46,54/19960,0.0185185185185185,8.03542673107891,2.4880802168904,0.117289882741528,0.300182581253742,0.253203850342996,TEX264,1
GO:0032154,cleavage furrow,1/46,54/19960,0.0185185185185185,8.03542673107891,2.4880802168904,0.117289882741528,0.300182581253742,0.253203850342996,RHOA,1
GO:0034707,chloride channel complex,1/46,56/19960,0.0178571428571429,7.74844720496894,2.43050623857239,0.121364912092333,0.305435028765705,0.257634287073198,TTYH3,1
GO:0022625,cytosolic large ribosomal subunit,1/46,57/19960,0.0175438596491228,7.61250953470633,2.40277730432587,0.123395519711091,0.305454483219259,0.2576506968946,RPL41,1
GO:0101003,ficolin-1-rich granule membrane,1/46,61/19960,0.0163934426229508,7.11332858161084,2.29824373059304,0.131472140237395,0.320198277029784,0.270087079265276,RHOA,1
GO:0030120,vesicle coat,1/46,63/19960,0.0158730158730159,6.88750862663906,2.24945383549371,0.135483106098099,0.324729349536713,0.273909036555889,TBC1D5,1
